time/s,<Ewe>/V,<I>/mA,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,Tech
405.4700012207031,1.4609482288360596,0.07837153971195221,20015.62109375,0.04185187588797704,-0.006027645354035962,1
405.77099609375,1.4595355987548828,0.057119324803352356,20015.62109375,0.04168671976211114,-0.0061675190452207375,1
406.0719909667969,1.45954167842865,0.05198829993605614,20015.62109375,0.0416546563846018,-0.006060716107207688,1
406.3730163574219,1.4595410823822021,0.04906506836414337,20015.62109375,0.04162063825008611,-0.006194485494110636,1
406.67401123046875,1.4595423936843872,0.04698508232831955,20015.62109375,0.04174176916933587,-0.00610119364217695,1
406.9750061035156,1.459527850151062,0.045782625675201416,20015.62109375,0.04164329165243183,-0.0060679753903596844,1
407.2760009765625,1.4595351219177246,0.04484771192073822,20015.62109375,0.04169310637377592,-0.006218886927836796,1
407.5769958496094,1.4595376253128052,0.04420940950512886,20015.62109375,0.04159825916958746,-0.006204111065480032,1
407.87799072265625,1.459529161453247,0.04396645724773407,20015.62109375,0.04154659404999284,-0.006302371338428551,1
408.17901611328125,1.4595303535461426,0.04392025247216225,20015.62109375,0.04170328285649434,-0.006141411271963224,1
408.4800109863281,1.4595288038253784,0.04360054060816765,20015.62109375,0.04157356789907459,-0.006213079372581295,1
408.781005859375,1.4595310688018799,0.042943231761455536,20015.62109375,0.041766411775379236,-0.006089563264447115,1
409.0820007324219,1.4595295190811157,0.04263656586408615,20015.62109375,0.04169705571948628,-0.0061563450242953215,1
409.38299560546875,1.4595351219177246,0.042249780148267746,20015.62109375,0.041548372756836656,-0.006236776434712997,1
409.6839904785156,1.4595328569412231,0.041810084134340286,20015.62109375,0.04153460939325048,-0.006208932606372737,1
409.9850158691406,1.4595239162445068,0.041361819952726364,20015.62109375,0.04163844585792175,-0.00610007944283017,1
410.2860107421875,1.4595288038253784,0.04102161526679993,20015.62109375,0.04160789176528882,-0.00616400707033199,1
410.5870056152344,1.4595328569412231,0.040595706552267075,20015.62109375,0.04165035055561033,-0.006208578550387528,1
410.88800048828125,1.4595308303833008,0.040312509983778,20015.62109375,0.041555897744443196,-0.006204710148776664,1
411.1889953613281,1.459526777267456,0.04012172669172287,20015.62109375,0.04169240653428738,-0.006244963243845235,1
411.489990234375,1.459538459777832,0.04014967381954193,20015.62109375,0.04162773104559546,-0.006170876491874462,1
411.791015625,1.4595390558242798,0.04023128002882004,20015.62109375,0.04172039603904073,-0.006103418670530845,1
