time/s,<Ewe>/V,<I>/mA,cycle number,Tech
0.0,1.600127100944519,0.8314191699028015,0,0
7.200000254670158e-05,1.6335067749023438,2.1285855770111084,0,0
9.600000339560211e-05,1.7422486543655396,8.16166877746582,0,0
0.00012000000424450263,1.8173092603683472,12.453998565673828,0,0
0.00014400000509340316,1.8641420602798462,14.63604736328125,0,0
0.00031200001103570685,1.9096916913986206,13.51677417755127,0,0
0.0005520000195247121,1.8740859031677246,9.28857707977295,0,0
0.002688000095076859,1.9000685214996338,8.286880493164062,0,0
0.1000080035373685,1.8991061449050903,7.515757083892822,0,0
0.200016007074737,1.9000685214996338,7.422611713409424,0,0
0.3000240106121055,1.8994269371032715,7.352370738983154,0,0
0.400032014149474,1.8991061449050903,7.292819023132324,0,0
0.5000400176868425,1.8994269371032715,7.233266830444336,0,0
0.600048021224211,1.8991061449050903,7.184403896331787,0,0
0.7000560247615795,1.8994269371032715,7.146229267120361,0,0
0.800064028298948,1.8994269371032715,7.115689754486084,0,0
0.9000720318363165,1.900710105895996,7.063772678375244,0,0
1.000080035373685,1.900389313697815,7.025598526000977,0,0
1.1000880389110534,1.900389313697815,6.999639511108398,0,0
1.200096042448422,1.8997477293014526,6.988950729370117,0,0
1.3001040459857904,1.8987854719161987,6.93245267868042,0,0
1.400112049523159,1.8997477293014526,6.9217634201049805,0,0
1.5001200530605274,1.8991061449050903,6.912601947784424,0,0
1.600128056597896,1.900710105895996,6.903439998626709,0,0
1.7001360601352644,1.900710105895996,6.886643409729004,0,0
1.800144063672633,1.8997477293014526,6.879008769989014,0,0
1.9001520672100014,1.900389313697815,6.854576587677002,0,0
2.00016007074737,1.900389313697815,6.856103897094727,0,0
2.1001680742847384,1.900710105895996,6.8362531661987305,0,0
2.200176077822107,1.8994269371032715,6.830145359039307,0,0
2.3001840813594754,1.9000685214996338,6.833199501037598,0,0
2.400192084896844,1.900710105895996,6.81487512588501,0,0
2.5002000884342124,1.900710105895996,6.816402435302734,0,0
2.600208091971581,1.8997477293014526,6.8102946281433105,0,0
2.7002160955089494,1.8997477293014526,6.7934980392456055,0,0
2.800224099046318,1.9000685214996338,6.811821460723877,0,0
2.9002321025836864,1.900389313697815,6.804186820983887,0,0
3.000240106121055,1.8994269371032715,6.7904438972473145,0,0
3.1002481096584233,1.9000685214996338,6.791970729827881,0,0
3.200256113195792,1.8994269371032715,6.7904438972473145,0,0
3.3002641167331603,1.8997477293014526,6.787389755249023,0,0
3.400272120270529,1.8987854719161987,6.784336090087891,0,0
3.5002801238078973,1.8994269371032715,6.779755115509033,0,0
3.600288127345266,1.8991061449050903,6.778227806091309,0,0
3.7002961308826343,1.8991061449050903,6.791970729827881,0,0
3.800304134420003,1.8984646797180176,6.769065856933594,0,0
3.9003121379573713,1.8997477293014526,6.770593166351318,0,0
4.00032014149474,1.900389313697815,6.770593166351318,0,0
4.100328145032108,1.9000685214996338,6.75532341003418,0,0
4.200336148569477,1.8997477293014526,6.7644853591918945,0,0
4.300344152106845,1.8987854719161987,6.766012668609619,0,0
4.400352155644214,1.8997477293014526,6.75532341003418,0,0
4.500360159181582,1.8991061449050903,6.762958526611328,0,0
4.600368162718951,1.8997477293014526,6.746161937713623,0,0
4.700376166256319,1.8994269371032715,6.750742435455322,0,0
4.800384169793688,1.8991061449050903,6.7614312171936035,0,0
4.900392173331056,1.8997477293014526,6.743107795715332,0,0
5.000400176868425,1.9000685214996338,6.738526344299316,0,0
5.100408180405793,1.8997477293014526,6.741580486297607,0,0
5.200416183943162,1.9000685214996338,6.723257064819336,0,0
5.30042418748053,1.900389313697815,6.717149257659912,0,0
5.400432191017899,1.8994269371032715,6.717149257659912,0,0
5.500440194555267,1.8997477293014526,6.704933166503906,0,0
5.600448198092636,1.8997477293014526,6.707987308502197,0,0
5.700456201630004,1.8994269371032715,6.706460475921631,0,0
